record_id,redcap_survey_identifier,vp_code,vl_name,color_vision,vorbereitende_fragen_complete,allgemeiner_fragebogen_timestamp,age,gender,edu,job,state,allgemeiner_fragebogen_complete,panas_timestamp,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,panas_complete,flexer_scale_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_scale_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,bfi2_timestamp,bfi2_01,bfi2_02,bfi2_03,bfi2_04,bfi2_05,bfi2_06,bfi2_07,bfi2_08,bfi2_09,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,bfi2_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,phq9_timestamp,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_9,phq9_complete,follow_up_icersv_timestamp,nachb_001,nachb_001_inhalt,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,follow_up_icersv_complete,estroop_csv,er_csv,experimentor_notes,files_icersv_complete
C25T11,,C25T11,MH,1,2,"2025-02-03 17:39:01",25,1,3,"Wiss. Mitarbeiter",0,2,"2025-02-03 17:42:22",5,3,4,4,1,3,1,1,1,2,3,1,4,3,4,1,3,3,4,1,2,"2025-02-03 17:46:43",3,1,4,3,3,1,2,2,1,1,2,"2025-02-03 17:50:39",5,5,3,2,6,7,4,4,6,5,2,"2025-02-03 17:57:53",4,5,5,4,5,3,4,4,3,3,4,3,4,2,4,3,1,1,1,3,3,1,4,4,2,1,5,2,5,2,2,4,1,3,3,1,1,2,2,5,4,2,2,4,4,4,1,5,3,4,2,4,2,2,1,3,5,4,2,4,2,"2025-02-03 18:01:06"," +3"," +3"," +3"," -2"," +3"," +1"," -2"," -2"," -2"," -1"," -1",0," -1"," -1"," -3"," -3",2,"2025-02-03 18:02:20",4,3,4,1,4,2,"2025-02-03 18:07:09",4,3,2,3,3,2,1,4,2,1,2,4,1,1,4,1,1,2,3,3,2,4,4,1,1,3,3,2,1,3,2,"2025-02-03 18:09:05",5,2,2,2,4,2,5,2,2,4,2,3,4,2,"2025-02-03 18:11:21",3,2,1,4,3,2,4,1,2,3,2,"2025-02-03 18:12:53",1,1,1,1,1,1,1,0,0,2,"2025-02-03 19:20:32",1,"Aufkleber auf Tastatur erleichtern die Aufgabe enorm",1,"Abstumpfen nach einigen wiederholumgen, manche Bilder sind viel heftiger als andere. Soll das so?",1,,"Entspricht glaube ich meiner natürlichen Strategie ganz gut. Ist außerdem effizient und mental einfach für mich",0,,0,,,,2,C25T11_2025-02-03_18h32.20.203.csv,C25T11_ER.csv," -",2
D01E02,,D01E02,LL,1,2,"2024-12-11 13:26:19",24,1,3,"Studierender ",0,2,"2024-12-11 13:28:52",3,2,4,4,2,3,2,1,2,4,3,2,3,2,3,2,3,4,3,1,2,"2024-12-11 13:31:08",3,4,3,2,2,3,2,3,3,2,2,"2024-12-11 13:32:58",6,4,6,2,4,3,5,5,5,5,2,"2024-12-11 13:40:54",4,4,4,3,4,4,5,5,4,4,3,2,3,3,4,4,1,3,2,3,3,1,4,4,3,3,3,2,4,3,3,4,4,2,4,3,2,3,1,4,3,3,3,4,3,3,4,3,4,3,3,4,4,1,3,2,3,3,2,2,2,"2024-12-11 13:44:14"," +2"," +1"," -1"," -1"," +2"," +2",0," -1"," -1"," +1"," -1"," -1"," -1"," -1"," +1",0,2,"2024-12-11 13:44:56",4,4,2,2,1,2,"2024-12-11 13:48:28",2,2,3,3,2,2,2,4,3,2,2,2,4,3,3,1,2,2,2,2,1,3,1,1,1,2,3,1,1,2,2,"2024-12-11 13:49:45",3,4,3,2,5,3,4,1,3,3,4,4,4,2,"2024-12-11 13:51:33",3,3,3,4,2,3,3,3,2,3,2,"2024-12-11 13:52:44",1,1,0,1,0,1,0,0,0,2,"2024-12-11 14:48:27",1,"Manchmal waren die Finger schneller als der Kopf und dann war es meistens falsch.",0,,1,,"Weil es einfach Umzusetzen ging und vergleichbar mit Alltagssituationen ist, bei denen man auch nur Beobachter aus der Ferne ist ohne großen Bezug dazu zu haben.",0,,0,,,,2,D01E02_2024-12-11_13h43.10.299.csv,D01E02_ER.csv,"keine Vorkommnisse",2
D02G01,,D02G01,LL,1,2,"2024-11-29 15:24:25",31,2,3,Personalentwicklerin,0,2,"2024-11-29 15:26:25",3,4,5,3,3,4,2,2,1,2,5,3,4,3,2,4,4,3,4,4,2,"2024-11-29 15:28:18",2,2,2,2,1,3,2,4,2,1,2,"2024-11-29 15:29:48",4,5,6,4,5,6,5,4,7,7,2,"2024-11-29 15:33:45",3,4,4,2,2,3,5,2,3,5,1,3,2,3,4,3,1,3,3,4,2,2,3,3,2,2,2,1,3,1,2,4,3,4,5,3,3,4,4,5,4,4,5,3,2,4,2,3,2,2,1,5,3,3,2,4,3,2,2,4,2,"2024-11-29 15:36:12"," +2"," +2",0," -2"," +3"," +2"," -2"," -2"," -3"," -2"," -1"," -3"," -3",0," -3"," -2",2,"2024-11-29 15:36:41",4,3,2,2,4,2,"2024-11-29 15:39:12",3,1,2,1,2,4,2,3,3,4,1,4,2,1,3,3,1,1,2,4,1,1,1,2,1,3,1,1,2,4,2,"2024-11-29 15:40:13",3,3,4,2,2,3,4,4,4,3,4,3,2,2,"2024-11-29 15:41:13",3,3,2,3,3,3,4,3,2,4,2,"2024-11-29 15:41:57",0,1,2,3,1,1,0,0,0,2,"2024-11-29 16:32:08",0,,0,,1,,"Ich empfand sie als am leichtesten umzusetzen.",0,,0,,,,2,D02G01_2024-11-29_15h34.57.538.csv,D02G01_ER.csv,"keine Vorkommnisse",2
D02N04,,D02N04,LL,1,2,"2025-01-15 13:10:25",19,2,3,Studium,0,2,"2025-01-15 13:12:07",5,3,4,3,1,4,1,2,1,4,5,3,4,1,4,2,3,3,3,1,2,"2025-01-15 13:14:12",2,3,3,2,2,2,1,3,3,1,2,"2025-01-15 13:16:41",6,4,7,2,5,4,6,5,6,7,2,"2025-01-15 13:21:08",3,4,4,2,1,3,4,1,3,4,2,2,3,4,4,3,1,3,5,5,2,1,3,4,4,2,5,3,2,2,3,4,4,3,5,2,3,3,3,5,4,3,4,3,2,3,1,3,4,3,3,4,3,3,2,4,3,2,3,3,2,"2025-01-15 13:24:51",0," -1"," -1"," -2"," +2"," -1",0," +1"," +2"," +1"," -1"," -2"," +1"," -2"," -3"," -1",2,"2025-01-15 13:25:28",4,3,3,1,4,2,"2025-01-15 13:28:21",2,1,2,1,2,3,4,3,2,3,1,2,3,1,2,1,2,1,1,3,1,1,4,2,1,2,1,2,2,3,2,"2025-01-15 13:29:30",3,2,4,2,1,5,3,3,5,2,4,1,3,2,"2025-01-15 13:30:37",3,4,3,3,2,3,3,4,2,3,2,"2025-01-15 13:31:17",0,0,2,1,1,0,0,0,0,2,"2025-01-15 14:24:34",0,,0,,1,,"Ablenken war kognitiv und emotional nicht so anstrengend wie die anderen beiden Strategien. ",0,,0,,,,2,D02N04_2025-01-15_13h14.28.201.csv,D02N04_ER.csv,"keine Vorkommnisse",2
D05B09,,D05B09,KC,1,2,"2024-11-14 10:01:52",19,2,3,Student,0,2,"2024-11-14 10:04:13",4,2,5,5,2,4,1,1,1,4,3,3,4,2,4,4,4,4,4,3,2,"2024-11-14 10:05:55",2,2,3,2,2,1,1,3,2,2,2,"2024-11-14 10:07:53",6,4,2,1,6,5,6,3,2,5,2,"2024-11-14 10:12:08",4,4,1,3,3,4,5,2,4,4,3,3,4,2,3,3,2,5,3,4,2,2,2,4,3,4,2,2,3,2,4,4,5,5,3,2,1,3,2,4,3,2,4,4,3,3,1,1,2,4,3,4,4,3,3,4,4,2,3,3,2,"2024-11-14 10:14:03"," +1"," +1"," +1"," -2"," +2",0," -2"," -2"," -3",0," -1"," -2"," +2",0,0,0,2,"2024-11-14 10:14:55",3,2,4,4,4,2,"2024-11-14 10:17:43",4,2,2,1,2,3,4,3,3,3,2,3,4,2,3,1,2,2,2,3,1,2,2,1,1,3,3,2,4,2,2,"2024-11-14 10:18:50",4,4,5,2,4,3,3,4,5,2,4,3,2,2,"2024-11-14 10:19:58",3,3,3,4,2,3,2,3,2,3,2,"2024-11-14 10:21:05",1,0,0,1,1,0,1,0,0,2,"2024-11-14 11:26:06",1,"Viele negative Wörter, auch neutrale aber zumindest gefühlt insgesamt weniger positive",1,"Mit der Zeit und damit der Menge an Bildern wurde es insgesamt schwieriger bzw. die Bilder haben einen dann mehr beeinflusst",1,,"Mit der hat es für mich am besten funktioniert, am wenigsten durch die Bilder beeinflusst zu werden",1,"Um mit den negativen Bildern umzugehen, ist eine Regulationsstrategie vielleicht gar nicht der beste Weg, sondern das einfach auf sich wirken lassen und damit zu fühlen, was eben aufkommt ist womöglich nachhaltiger/ verträglicher",0,,,,2,D05B09_2024-11-14_10h00.09.434.csv,D05B09_ER.csv,keine,2
D05K04,,D05K04,MS,,2,"2024-10-23 15:33:49",39,2,3,Researcher,0,2,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,1,4,4,1,1,1,4,4,4,4,2,,7,1,7,1,1,1,1,1,1,1,0,,5,5,5,5,1,5,1,1,5,5,1,1,5,5,1,1,1,1,1,5,1,5,5,1,5,1,1,1,1,3,1,1,5,5,5,5,5,1,5,5,5,5,5,1,3,5,1,1,1,1,1,1,5,5,1,5,1,5,5,1,0,," -3"," +3"," +3"," -3"," +3"," +3"," -3"," -3"," -3"," +3"," -3"," -3"," -3"," -3"," +3",0,0,"2024-10-23 15:59:15",0,0,0,0,0,2,"2024-10-23 16:02:18",4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,4,1,4,1,1,4,1,4,1,4,1,4,2,"2024-10-23 16:04:52",1,5,1,5,5,1,5,1,1,5,1,5,5,2,"2024-10-23 16:06:26",4,2,1,1,4,1,4,1,4,4,2,"2024-10-23 16:08:07",0,3,3,3,3,0,3,0,0,2,"2024-10-23 16:49:24",0,,0,,1,,"Ich war von den negativen Fotos gelangweilt.",0,,0,,,,2,D05K04_2024-10-23_15h11.27.204.csv,D05K04_ER.csv,"Vp wirkt kognitiv eingeschränkt, Datensatz eher nicht verwenden",2
D05S03,,D05S03,LL,1,2,"2024-12-03 08:54:51",20,2,3,Studentin,0,2,"2024-12-03 08:56:36",5,2,5,4,4,3,1,2,1,5,3,3,5,2,4,3,1,5,4,2,2,"2024-12-03 08:57:50",2,3,3,2,2,3,1,2,2,1,2,"2024-12-03 08:59:11",4,6,7,1,7,3,7,7,6,7,2,"2024-12-03 09:03:51",5,5,5,2,1,3,5,3,4,4,2,2,2,3,4,2,1,1,3,5,3,2,5,4,3,2,4,2,2,2,1,5,4,3,4,2,1,4,2,1,4,2,4,3,1,5,1,4,2,1,2,4,3,2,3,3,5,2,3,4,2,"2024-12-03 09:06:17"," +1"," +1"," -1"," -3"," +3"," +2"," -2"," +3"," -3"," -1"," -3"," -2"," -2"," -2"," -1"," -1",2,"2024-12-03 09:07:15",4,2,3,1,3,2,"2024-12-03 09:10:49",4,3,1,2,1,2,1,3,3,2,1,2,1,4,1,2,3,3,3,2,1,4,3,1,3,4,2,2,1,3,2,"2024-12-03 09:11:59",2,5,4,2,5,2,5,3,3,2,4,4,3,2,"2024-12-03 09:13:04",3,3,4,4,2,3,3,2,2,3,2,"2024-12-03 09:13:50",1,0,1,1,0,0,0,0,0,2,"2024-12-03 10:06:35",1,"Ich habe irgendwann gar nicht mehr die Wörter gelesen, sondern nur auf die Farben geachtet, sodass ich überrascht/ irritiert war beim ""versehentlichem"" lesen eines Wortes.",1,"Es wurde mit der Intensität der Bilder, schwieriger meine Emotionen zu regulieren. Das Distanzieren alsRegulationsmechanismus ist mir sehr schwer gefallen und hat so gut wie gar nicht gewirkt.",1,,"Da sie für mich am besten funktioniert hat, bezüglich der Emotionsunterdrückung.",0,,0,,,,2,D05S03_2024-12-03_08h33.53.725.csv,D05S03_ER.csv,"keine Vorkommnisse",2
D07B04,,D07B04,LL,1,2,"2024-12-11 08:37:25",30,2,2,Studentin,0,2,"2024-12-11 08:41:00",4,3,4,4,3,3,3,1,1,4,3,2,4,1,3,2,2,3,3,3,2,"2024-12-11 08:43:37",2,3,3,3,3,2,3,3,2,3,2,"2024-12-11 08:47:23",3,2,2,1,4,3,3,3,2,2,2,"2024-12-11 08:54:32",4,5,1,3,3,4,5,1,3,3,2,2,3,3,3,4,1,5,2,3,4,2,2,3,4,2,3,2,2,2,2,4,5,5,3,4,2,3,3,3,3,2,5,3,2,4,1,1,2,2,3,4,5,3,3,4,4,2,2,3,2,"2024-12-11 08:58:38"," +1",0," -2",0,0," -2"," -1",0," -2",0,0,0," -2"," -2"," -2"," -2",2,"2024-12-11 08:59:40",1,1,2,0,3,2,"2024-12-11 09:03:47",4,1,3,2,2,4,4,2,2,2,1,2,3,2,2,1,1,1,2,2,1,2,2,1,2,3,2,1,2,3,2,"2024-12-11 09:05:52",3,2,4,2,2,3,2,4,4,3,5,2,1,2,"2024-12-11 09:07:31",3,3,2,2,3,2,2,3,2,3,2,"2024-12-11 09:08:58",1,1,1,1,1,1,1,0,0,2,"2024-12-11 10:02:36",0,,0,,1,,"Ich habe diese Methode nur gewählt weil es an erster Stelle stand",0,,0,,,,2,D07B04_2024-12-11_08h54.06.247.csv,D07B04_ER.csv,"keine Vorkommnisse",2
D10M05,,D10M05,KC,1,2,"2024-11-22 12:05:31",21,2,3,"Studentin ",0,2,"2024-11-22 12:09:21",4,5,4,3,4,3,1,1,1,4,2,3,4,1,3,1,4,3,5,2,2,"2024-11-22 12:11:23",3,4,4,3,3,3,3,4,3,2,2,"2024-11-22 12:13:24",5,6,6,2,3,6,5,5,6,6,2,"2024-11-22 12:18:09",2,4,1,3,1,3,5,2,4,5,4,3,5,2,4,5,1,4,4,5,2,1,3,3,2,2,4,2,4,2,4,4,5,2,5,3,2,4,3,2,3,4,5,4,1,2,2,1,2,2,4,5,5,3,3,2,4,2,3,3,2,"2024-11-22 12:21:41",0," -3"," -1"," -2"," -1"," -2"," +2"," +2"," -1"," +2"," +1"," -1"," -3"," -3",0,0,2,"2024-11-22 12:23:34",2,1,3,2,4,2,"2024-11-22 12:26:45",3,1,1,1,2,4,3,4,3,2,1,1,3,1,1,1,2,2,2,2,1,3,1,1,2,3,2,1,2,3,2,"2024-11-22 12:28:10",1,4,4,1,3,3,2,4,4,2,4,5,3,2,"2024-11-22 12:30:41",4,3,3,4,3,3,3,3,2,3,2,"2024-11-22 12:32:42",1,1,3,1,3,0,1,1,0,2,"2024-11-22 13:39:23",1,"Die Wörter waren negativ und neutral. Bei negativeren und unbekannteren/längeren Wörtern fiel es mir schwerer, bei neutralen, kurzen Wörtern war die Aufgabe leichter. ",1,"Am Anfang war mein Arousal noch am höchsten, da ich nervös und nicht an die Bilder gewöhnt war. Nach einer gewissen Zeit haben nur noch sehr starke Bilder eine bei mir spürbare Emotion hervorgerufen. ",1,,"Die Strategie ""Unterdrücken"" war für mich am angenehmsten, da sie konkret umzusetzen war. Man konnte sich an etwas physischem, seinem Gesichtsausdruck, orientieren. Ebenfalls empfand ich da ich die Emotionen trotzdem spüren konnte, aber eben ohne sie zu zeigen. Das hat für mich die Emotionen irgendwie automatisch weniger schlimm gemacht, vor allem Ekel oder Terror. ",1,"Ich war erstaunt, dass es so viele verschiedene Fragebögen zu dem gleichen Thema gibt.",0,,,,2,D10M05_2024-11-22_11h38.16.233.csv,D10M05_ER.csv,keine,2
D11N09,,D11N09,KC,1,2,"2024-11-21 14:24:28",21,2,3,Studentin,0,2,"2024-11-21 14:27:16",4,3,2,3,2,2,2,1,1,4,3,3,4,2,3,4,2,4,4,3,2,"2024-11-21 14:29:17",3,2,2,1,3,3,2,2,2,1,2,"2024-11-21 14:31:45",6,2,6,2,5,3,6,5,3,6,2,"2024-11-21 14:38:26",3,5,3,2,3,3,5,3,2,3,2,4,3,4,3,4,1,3,4,3,3,2,5,2,2,2,3,2,1,2,4,4,5,5,3,2,2,3,3,3,3,4,4,2,2,3,1,2,2,3,2,4,3,3,2,4,3,2,4,3,2,"2024-11-21 14:41:16"," +2",0," -1"," +1"," +3"," -1",0," +1"," +1"," +2"," +1"," -1"," -2"," -2"," +1"," +1",2,"2024-11-21 14:41:58",3,3,4,4,3,2,"2024-11-21 14:45:11",4,1,1,2,2,3,3,2,2,3,3,4,1,1,2,1,2,2,2,2,1,2,2,2,1,3,2,3,2,3,2,"2024-11-21 14:46:29",3,4,3,2,3,4,5,3,4,4,3,3,2,2,"2024-11-21 14:47:36",2,2,3,3,4,3,3,2,3,3,2,"2024-11-21 14:48:30",1,1,0,1,0,1,1,0,0,2,"2024-11-21 15:40:08",1,"Manchmal habe ich die Bedeutung der Wörter verarbeitet und ab und zu haben sie für mich auch zu der Farbe gepasst, in der sie angezeigt waren.",0,,1,,"Sie hat für mich am besten funktioniert beim Regulieren der Emotionen.",0,,1,"Die Bilder ansehen und Strategien anwenden. ",1,45.0,2,D11N09_2024-11-21_14h17.05.511.csv,D11N09_ER.csv,keine,2
D11S12,,D11S12,LL,1,2,"2024-11-28 13:32:25",19,2,3,"Student ",0,2,"2024-11-28 13:34:27",4,4,5,5,2,4,2,3,3,2,5,3,4,1,5,3,5,5,2,2,2,"2024-11-28 13:36:28",1,3,4,2,1,1,1,2,2,1,2,"2024-11-28 13:38:26",7,5,7,1,7,6,7,4,5,7,2,"2024-11-28 13:42:26",4,5,2,4,3,5,5,3,4,5,1,4,4,3,3,2,1,5,3,5,5,1,1,5,3,3,4,3,2,3,2,5,5,3,5,2,3,5,1,4,5,3,5,4,3,5,1,1,3,1,1,5,5,1,2,4,4,3,2,3,2,"2024-11-28 13:45:18"," +1",0," -3",0," +3"," -3"," -1"," +2"," -3"," +2"," -1"," -3",0," -3"," -3"," -2",2,"2024-11-28 13:45:59",5,3,5,5,5,2,"2024-11-28 13:49:28",4,2,3,4,1,1,3,3,4,3,1,3,2,3,2,1,2,1,1,3,1,4,1,2,1,2,3,2,2,4,2,"2024-11-28 13:50:23",4,2,5,3,1,5,1,5,5,1,5,2,2,2,"2024-11-28 13:51:17",4,4,3,3,2,4,1,4,1,4,2,"2024-11-28 13:51:51",0,0,1,0,0,0,0,0,0,2,"2024-11-28 14:44:59",1,"Rot hatte öfter negative Begriffe ",0,,1,,"Ich habe den Eindruck, dass ich bereits im Alltag Distanzierung nutze, um meine Gefühle zu regulieren. Beim Nachrichten schauen nimmt es mich nicht so mit, weil ich ja weis, dass es eh nicht mich oder mein Land betrifft.",0,,0,,,,2,D11S12_2024-11-28_13h42.22.171.csv,D11S12_ER.csv,"keine Vorkommnisse",2
D17E02,,D17E02,KC,1,2,"2024-11-15 09:58:27",20,4,3,Studentin,0,2,"2024-11-15 10:02:21",4,3,5,4,3,3,4,3,2,3,3,3,4,2,3,4,4,4,3,3,2,"2024-11-15 10:06:11",2,3,3,2,2,2,2,2,1,2,2,"2024-11-15 10:09:38",5,4,3,2,5,2,5,4,5,5,2,"2024-11-15 10:15:48",3,4,2,3,1,3,4,3,3,5,2,2,3,4,4,4,2,4,4,5,2,2,3,3,2,2,3,2,2,2,3,3,4,5,5,2,2,2,2,4,3,4,4,3,2,3,2,2,1,2,3,3,4,3,2,4,2,2,3,3,2,"2024-11-15 10:18:38"," +2"," +2"," +1"," -1",0,0," -2",0," -1",0," -1"," -2",0,0," -2"," -1",2,"2024-11-15 10:19:17",3,2,3,3,4,2,"2024-11-15 10:23:22",2,2,2,2,1,3,3,3,3,2,1,3,3,2,3,2,2,2,3,3,1,2,2,2,1,3,2,2,3,3,2,"2024-11-15 10:25:23",3,3,3,2,4,4,3,2,4,3,4,3,3,2,"2024-11-15 10:26:50",3,2,3,3,3,2,2,3,2,3,2,"2024-11-15 10:28:08",1,1,1,1,1,1,1,0,1,2,"2024-11-15 11:26:24",1,"Begriffe waren negativ, positiv und naja eher neutral betont. Bei blau hatte ich das Gefühl die Begriffe waren noch am ehesten neutral, zwischen rot und grün wechselte die Betonung eher zwischen positiv und negativ wahrgenommenen Begriffen, in meiner Wahrnehmung zumindest...",1,"Die Strategien unterschieden sich in der Stärke ihrer Wirkweise",1,,"Ich fand es selber etwas seltsam, aber bei der Strategie die ich am Ende gewählt habe, hatte ich das Gefühl, sie funktioniert am ""wenigsten"". Also schon, aber nicht so stark wie die anderen. Bei den gezeigten Bildern hatte ich das Gefühl es sind viele gesellschaftliche Probleme, die ernst genommen und gefühlt werden müssen, weil ich mir sonst sehr roboterhaft vorkam, den die anderen Strategien haben wirklich sehr gut funktioniert, das war schon etwas gruselig, wie wenig ich da noch gefühlt habe, das hat sich nicht richtig angefühlt.",0,,0,,,,2,D17E02_2024-11-15_09h16.15.314.csv,D17E02_ER.csv,keine,2
D19N02,,D19N02,MH,1,2,"2025-03-12 15:05:56",20,2,3,Studieren,0,2,"2025-03-12 15:08:07",3,4,4,3,1,2,2,1,1,3,3,2,3,2,4,1,2,4,3,1,2,"2025-03-12 15:09:59",2,3,3,2,3,2,3,4,1,1,2,"2025-03-12 15:12:22",5,6,5,2,6,7,6,4,7,5,2,"2025-03-12 15:17:43",4,4,1,5,1,5,5,2,3,5,2,3,2,3,5,4,1,5,2,5,4,1,1,2,1,1,3,2,4,1,2,4,4,5,5,2,1,5,5,5,4,2,5,4,1,4,1,1,4,1,2,5,5,4,1,5,5,4,2,5,2,"2025-03-12 15:20:24"," +3"," +2"," +2"," -3"," +2",0," -2"," -2"," -3"," -3"," -3"," -3"," +2",0," -3"," -3",2,"2025-03-12 15:21:13",3,5,2,3,3,2,"2025-03-12 15:23:46",3,1,2,2,1,3,2,4,4,4,1,4,2,1,4,2,2,1,2,4,2,1,1,3,1,2,2,1,3,3,2,"2025-03-12 15:25:18",3,4,5,1,3,4,4,4,4,1,5,4,1,2,"2025-03-12 15:26:48",4,3,3,4,2,3,2,3,2,4,2,"2025-03-12 15:28:14",1,1,1,1,2,2,0,0,1,2,"2025-03-12 16:20:03",1,"Manche Begriffe waren emotional  konnotiert und andere waren neutral",0,,1,,"Das war für mich die am einfachsten umzusetzende ",0,,0,,,,2,D19N02_2025-03-12_15h29.56.245.csv,D19N02_ER.csv," -",2
D19R11,,D19R11,KC,1,2,"2024-11-21 15:37:24",28,1,3,Projektmanager,0,2,"2024-11-21 15:39:51",4,4,4,3,3,4,3,4,3,2,4,3,4,3,2,3,4,4,4,4,2,"2024-11-21 15:42:28",2,2,2,3,3,2,2,2,1,2,2,"2024-11-21 15:44:29",5,6,5,2,5,6,3,5,5,6,2,"2024-11-21 15:48:27",5,5,4,3,4,4,5,4,3,4,2,4,3,4,4,4,1,3,3,4,5,1,5,3,2,2,4,4,5,1,4,5,4,5,3,2,2,4,4,5,4,3,5,4,2,4,4,4,2,2,1,5,2,4,1,5,5,4,3,4,2,"2024-11-21 15:50:14"," +3"," +3"," +2"," -2"," +2"," +2"," -2"," -2"," -3"," -3"," -2"," -2"," +2"," +2"," -3"," -3",2,"2024-11-21 15:50:58",3,3,3,1,2,2,"2024-11-21 15:53:56",1,4,1,2,3,3,2,3,3,1,1,4,2,3,3,1,3,3,3,3,2,3,1,1,3,3,3,3,2,2,2,"2024-11-21 15:54:47",1,4,4,2,4,2,4,2,5,3,2,4,4,2,"2024-11-21 15:55:45",3,3,3,3,3,2,3,3,3,2,2,"2024-11-21 15:56:35",1,1,2,2,2,2,1,0,0,2,"2024-11-21 16:48:20",0,,0,,1,,"Ich hätte mich für die Strategie ""Unterdrücken"" entschieden, weil es die für mich wirkungsvollste Strategie war (danach Abbruch wegen technischer Probleme).",0,,0,,,,2,D19R11_2024-11-21_15h37.05.118.csv,D19R11_ER.csv,"Experiment wurde im letzten Teil (ER Paradigma) abgebrochen, bevor die letzte Phase (Wahl der bevorzugten Strategie) starten konnte - Grund dafür ist mir unklar, evtl. hat VP irgendeine Taste aus Versehen gedrückt?",2
D21T12,,D21T12,LL,1,2,"2025-01-06 09:37:19",21,2,3,"Studentin ",0,2,"2025-01-06 09:41:27",4,2,4,5,4,3,2,2,1,3,5,4,4,1,3,3,4,4,3,2,2,"2025-01-06 09:43:38",2,3,3,2,2,2,2,3,2,1,2,"2025-01-06 09:45:44",6,3,4,2,5,3,5,4,5,3,2,"2025-01-06 09:50:42",5,5,3,3,2,4,5,3,3,5,2,2,3,3,4,3,2,3,4,5,3,2,3,4,1,2,5,3,3,2,2,4,4,4,5,2,3,3,2,4,5,3,4,4,2,5,2,2,2,1,3,4,4,3,1,5,4,2,3,4,2,"2025-01-06 09:53:26"," +2",0,0," -2"," +2"," -1"," +1",0," -2"," -2"," -2"," -1",0," -1"," -1"," -1",2,"2025-01-06 09:54:05",2,3,4,5,4,2,"2025-01-06 09:56:15",3,2,3,1,1,3,4,3,2,3,1,3,3,2,2,1,1,2,2,2,1,3,1,1,1,4,2,1,1,3,2,"2025-01-06 09:57:22",3,3,4,2,2,4,5,4,5,3,4,3,2,2,"2025-01-06 09:58:16",3,3,3,3,2,2,2,3,2,3,2,"2025-01-06 09:59:12",0,0,2,1,0,1,2,1,0,2,"2025-01-06 10:48:49",0,,1,"Ablenken fiel am schwersten",1,,"Fiel am einfachsten ",0,,0,,,,2,D21T12_2025-01-06_09h55.35.332.csv,D21T12_ER.csv,"keine Vorkommnisse",2
